dex_no,name_en,generation,forms,category,height_m,weight_kg,hatch_time,name_fr,name_es,name_de,name_it,has_gender,female_percent,male_percent,is_breedable,catch_rate,leveling_rate,pokedex_colour,base_friendship,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_experience_yield,egg_group_0,egg_group_1,type_0,type_1,ev_yield_hp,ev_yield_attack,ev_yield_defense,ev_yield_special_attack,ev_yield_special_defense,ev_yield_speed,description_violet,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level,bulbapedia_link
60,Poliwag,1,1,Tadpole Pokemon,0.6,12.4,20,Ptitard,Poliwag,Quapsel,Poliwag,TRUE,50,50,TRUE,255,Medium Slow,Blue,70,40,50,40,40,40,90,60,Water 1,,Water,,0,0,0,0,0,1,"Its legs are newly grown, and it can't walk very well. It seems to prefer swimming through the water instead.",Water Absorb,Damp,Swift Swim,FALSE,FALSE,TRUE,basic,25,https://bulbapedia.bulbagarden.net/wiki/Poliwag_(Pok%C3%A9mon)
61,Poliwhirl,1,1,Tadpole Pokemon,1,20,20,Têtarte,Poliwhirl,Quaputzi,Poliwhirl,TRUE,50,50,TRUE,120,Medium Slow,Blue,70,65,65,65,50,50,90,135,Water 1,,Water,,0,0,0,0,0,2,Its skin is moist all over its body. The skin on its belly spiral also feels smooth.,Water Absorb,Damp,Swift Swim,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Poliwhirl_(Pok%C3%A9mon)
62,Poliwrath,1,1,Tadpole Pokemon,1.3,54,20,Tartard,Poliwrath,Quappo,Poliwrath,TRUE,50,50,TRUE,45,Medium Slow,Blue,70,90,85,95,70,90,70,230,Water 1,,Water,Fighting,0,0,3,0,0,0,It can use its well-developed arms and legs to run on the surface of the water for a split second.,Water Absorb,Damp,Swift Swim,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Poliwrath_(Pok%C3%A9mon)
63,Abra,1,1,Psi Pokemon,0.9,19.5,20,Abra,Abra,Abra,Abra,TRUE,25,75,TRUE,200,Medium Slow,Brown,70,25,20,15,105,55,90,62,Human-Like,,Psychic,,0,0,0,1,0,0,,Synchronize,Inner Focus,Magic Guard,FALSE,FALSE,TRUE,basic,16,https://bulbapedia.bulbagarden.net/wiki/Abra_(Pok%C3%A9mon)
64,Kadabra,1,1,Psi Pokemon,1.3,56.5,20,Kadabra,Kadabra,Kadabra,Kadabra,TRUE,25,75,TRUE,100,Medium Slow,Brown,70,40,35,30,120,70,105,140,Human-Like,,Psychic,,0,0,0,2,0,0,,Synchronize,Inner Focus,Magic Guard,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Kadabra_(Pok%C3%A9mon)
65,Alakazam,1,1,Psi Pokemon,1.5,48,20,Alakazam,Alakazam,Simsala,Alakazam,TRUE,25,75,TRUE,50,Medium Slow,Brown,70,55,50,45,135,85,120,225,Human-Like,,Psychic,,0,0,0,3,0,0,,Synchronize,Inner Focus,Magic Guard,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Alakazam_(Pok%C3%A9mon)
66,Machop,1,1,Superpower Pokemon,0.8,19.5,20,Machoc,Machop,Machollo,Machop,TRUE,25,75,TRUE,180,Medium Slow,Gray,70,70,80,50,35,35,35,61,Human-Like,,Fighting,,0,1,0,0,0,0,,Guts,No Guard,Steadfast,FALSE,FALSE,TRUE,basic,28,https://bulbapedia.bulbagarden.net/wiki/Machop_(Pok%C3%A9mon)
67,Machoke,1,1,Superpower Pokemon,1.5,70.5,20,Machopeur,Machoke,Maschock,Machoke,TRUE,25,75,TRUE,90,Medium Slow,Gray,70,80,100,70,50,60,45,142,Human-Like,,Fighting,,0,2,0,0,0,0,,Guts,No Guard,Steadfast,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Machoke_(Pok%C3%A9mon)
68,Machamp,1,1,Superpower Pokemon,1.6,130,20,Mackogneur,Machamp,Machomei,Machamp,TRUE,25,75,TRUE,45,Medium Slow,Gray,70,90,130,80,65,85,55,227,Human-Like,,Fighting,,0,3,0,0,0,0,,Guts,No Guard,Steadfast,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Machamp_(Pok%C3%A9mon)
69,Bellsprout,1,1,Flower Pokemon,0.7,4,20,Chetiflor,Bellsprout,Knofensa,Bellsprout,TRUE,50,50,TRUE,255,Medium Slow,Green,70,50,75,35,70,30,40,60,Grass,,Grass,Poison,0,1,0,0,0,0,"It plants its feet deep underground to rehydrate itself. While doing so, it's unable to run away if it's attacked.",Chlorophyll,,Gluttony,FALSE,FALSE,TRUE,basic,21,https://bulbapedia.bulbagarden.net/wiki/Bellsprout_(Pok%C3%A9mon)
70,Weepinbell,1,1,Flycatcher Pokemon,1,6.4,20,Boustiflor,Weepinbell,Ultrigaria,Weepinbell,TRUE,50,50,TRUE,120,Medium Slow,Green,70,65,90,50,85,45,55,137,Grass,,Grass,Poison,0,2,0,0,0,0,The leafy parts act as cutters for slashing foes. It spits a fluid that dissolves everything.,Chlorophyll,,Gluttony,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Weepinbell_(Pok%C3%A9mon)
71,Victreebel,1,1,Flycatcher Pokemon,1.7,15.5,20,Empiflor,Victreebel,Sarzenia,Victreebel,TRUE,50,50,TRUE,45,Medium Slow,Green,70,80,105,65,100,60,70,221,Grass,,Grass,Poison,0,3,0,0,0,0,"After dissolving many prey, this Pokemon's acid becomes sweeter. This makes it even easier to attract more prey.",Chlorophyll,,Gluttony,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pok%C3%A9mon)
72,Tentacool,1,1,Jellyfish Pokemon,0.9,45.5,20,Tentacool,Tentacool,Tentacha,Tentacool,TRUE,50,50,TRUE,190,Slow,Blue,70,40,40,35,50,100,70,67,Water 3,,Water,Poison,0,0,0,0,1,0,"Its eyes are as transparent as crystals. From them, it shoots mysterious beams of light.",Clear Body,Liquid Ooze,Rain Dish,FALSE,FALSE,TRUE,basic,30,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon)
73,Tentacruel,1,1,Jellyfish Pokemon,1.6,55,20,Tentacruel,Tentacruel,Tentoxa,Tentacruel,TRUE,50,50,TRUE,60,Slow,Blue,70,80,70,65,80,120,100,180,Water 3,,Water,Poison,0,0,0,0,2,0,"In battle, it extends all 80 of its tentacles to entrap its opponent inside a poisonous net.",Clear Body,Liquid Ooze,Rain Dish,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon)
74,Geodude,1,2,Rock Pokemon,0.4,20,15,Racaillou,Geodude,Kleinstein,Geodude,TRUE,50,50,TRUE,255,Medium Slow,Brown,70,40,80,100,30,30,20,60,Mineral,,Rock,Ground,0,0,1,0,0,0,"Most people may not notice, but a closer look should reveal that there are many Geodude around.",Rock Head,Sturdy,Sand Veil,FALSE,FALSE,TRUE,basic,25,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
75,Graveler,1,2,Rock Pokemon,1,105,15,Gravalanch,Graveler,Georok,Graveler,TRUE,50,50,TRUE,120,Medium Slow,Brown,70,55,95,115,45,45,35,137,Mineral,,Rock,Ground,0,0,2,0,0,0,"Moss-covered rocks are Graveler's favorite food. It consumes over a ton of them a day, crunching loudly while it eats.",Rock Head,Sturdy,Sand Veil,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
76,Golem,1,2,Megaton Pokemon,1.4,300,15,Grolem,Golem,Geowaz,Golem,TRUE,50,50,TRUE,45,Medium Slow,Brown,70,80,110,130,55,65,45,223,Mineral,,Rock,Ground,0,0,3,0,0,0,"It deliberately blows itself up, then uses this explosive force to jump from mountain to mountain.",Rock Head,Sturdy,Sand Veil,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
77,Ponyta,1,2,Fire Horse Pokemon,1,30,20,Ponyta,Ponyta,Ponita,Ponyta,TRUE,50,50,TRUE,190,Medium Fast,Yellow,70,50,85,55,65,65,90,82,Field,,Fire,,0,0,0,0,0,1,,Run Away,Flash Fire,Flame Body,FALSE,FALSE,TRUE,basic,40,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon)
78,Rapidash,1,2,Fire Horse Pokemon,1.7,95,20,Galopa,Rapidash,Gallopa,Rapidash,TRUE,50,50,TRUE,60,Medium Fast,Yellow,70,65,100,70,80,80,105,175,Field,,Fire,,0,0,0,0,0,2,,Run Away,Flash Fire,Flame Body,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon)
79,Slowpoke,1,2,Dopey Pokemon,1.2,36,20,Ramoloss,Slowpoke,Flegmon,Slowpoke,TRUE,50,50,TRUE,190,Medium Fast,Pink,70,90,65,65,40,40,15,63,Monster,Water 1,Water,Psychic,1,0,0,0,0,0,"It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail.",Oblivious,Own Tempo,Regenerator,FALSE,FALSE,TRUE,basic,37,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon)
80,Slowbro,1,2,Hermit Crab Pokemon,1.6,78.5,20,Flagadoss,Slowbro,Lahmus,Slowbro,TRUE,50,50,TRUE,75,Medium Fast,Pink,70,95,75,110,100,80,30,172,Monster,Water 1,Water,Psychic,0,0,2,0,0,0,"If the tail-bitingShellderis thrown off in a harsh battle, this Pokemon reverts to being an ordinarySlowpoke.",Oblivious,Own Tempo,Regenerator,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
81,Magnemite,1,1,Magnet Pokemon,0.3,6,20,Magneti,Magnemite,Magnetilo,Magnemite,FALSE,0,0,TRUE,190,Medium Fast,Gray,70,25,35,70,95,55,45,65,Mineral,,Electric,Steel,0,0,0,1,0,0,It moves while constantly hovering. It discharges electromagnetic waves and so on from the units at its sides.,Magnet Pull,Sturdy,Analytic,FALSE,FALSE,TRUE,basic,30,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon)
82,Magneton,1,1,Magnet Pokemon,1,60,20,Magneton,Magneton,Magneton,Magneton,FALSE,0,0,TRUE,60,Medium Fast,Gray,70,50,60,95,120,70,70,163,Mineral,,Electric,Steel,0,0,0,2,0,0,They're formed by several Magnemite linked together. They frequently appear when sunspots flare up.,Magnet Pull,Sturdy,Analytic,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon)
83,Farfetch'd,1,2,Wild Duck Pokemon,0.8,15,20,Canarticho,Farfetch'd,Porenta,Farfetch'd,TRUE,50,50,TRUE,45,Medium Fast,Brown,70,52,65,55,58,62,60,132,Flying,Field,Normal,Flying,0,1,0,0,0,0,,Keen Eye,Inner Focus,Defiant,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon)
84,Doduo,1,1,Twin Bird Pokemon,1.4,39.2,20,Doduo,Doduo,Dodu,Doduo,TRUE,50,50,TRUE,190,Medium Fast,Brown,70,35,85,45,35,35,75,62,Flying,,Normal,Flying,0,1,0,0,0,0,"Its heads never sleep at the same time-each one takes a turn keeping watch while the other sleeps, switching every hour or so.",Run Away,Early Bird,Tangled Feet,FALSE,FALSE,TRUE,basic,31,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon)
85,Dodrio,1,1,Triple Bird Pokemon,1.8,85.2,20,Dodrio,Dodrio,Dodri,Dodrio,TRUE,50,50,TRUE,45,Medium Fast,Brown,70,60,110,70,60,60,100,165,Flying,,Normal,Flying,0,2,0,0,0,0,The strongest head with the thickest neck becomes the leader and gains primary control of the body.,Run Away,Early Bird,Tangled Feet,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon)
86,Seel,1,1,Sea Lion Pokemon,1.1,90,20,Otaria,Seel,Jurob,Seel,TRUE,50,50,TRUE,190,Medium Fast,White,70,65,45,55,45,70,45,65,Water 1,Field,Water,,0,0,0,0,1,0,"The colder it gets, the better it feels. It joyfully swims around oceans so cold that they are filled with floating ice.",Thick Fat,Hydration,Ice Body,FALSE,FALSE,TRUE,basic,34,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon)
87,Dewgong,1,1,Sea Lion Pokemon,1.7,120,20,Lamantine,Dewgong,Jugong,Dewgong,TRUE,50,50,TRUE,75,Medium Fast,White,70,90,70,80,70,95,70,166,Water 1,Field,Water,Ice,0,0,0,0,2,0,It stores thermal energy in its body to fend off the cold. It swims at eight knots even in frigid waters.,Thick Fat,Hydration,Ice Body,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon)
88,Grimer,1,2,Sludge Pokemon,0.9,30,20,Tadmorv,Grimer,Sleima,Grimer,TRUE,50,50,TRUE,190,Medium Fast,Purple,70,80,80,50,40,50,25,65,Amorphous,,Poison,,1,0,0,0,0,0,"When two of these Pokemon's bodies are combined together, new poisons are created.",Stench,Sticky Hold,Poison Touch,FALSE,FALSE,TRUE,basic,38,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
89,Muk,1,2,Sludge Pokemon,1.2,30,20,Grotadmorv,Muk,Sleimok,Muk,TRUE,50,50,TRUE,75,Medium Fast,Purple,70,105,105,75,65,100,50,175,Amorphous,,Poison,,1,1,0,0,0,0,"It's so stinky! Muk's body contains toxic elements, and any plant will wilt when it passes by.",Stench,Sticky Hold,Poison Touch,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
90,Shellder,1,1,Bivalve Pokemon,0.3,4,20,Kokiyas,Shellder,Muschas,Shellder,TRUE,50,50,TRUE,190,Slow,Purple,70,30,65,100,45,25,40,61,Water 3,,Water,,0,0,1,0,0,0,"Clamping on to an opponent reveals its vulnerable parts, so it uses this move only as a last resort.",Shell Armor,Skill Link,Overcoat,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon)
91,Cloyster,1,1,Bivalve Pokemon,1.5,132.5,20,Crustabri,Cloyster,Austos,Cloyster,TRUE,50,50,TRUE,60,Slow,Purple,70,50,95,180,85,45,70,184,Water 3,,Water,Ice,0,0,2,0,0,0,"When attacked, it launches its spikes in quick volleys. Its innards have never been seen.",Shell Armor,Skill Link,Overcoat,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon)
92,Gastly,1,1,Gas Pokemon,1.3,0.1,20,Fantominus,Gastly,Nebulak,Gastly,TRUE,50,50,TRUE,190,Medium Slow,Purple,70,30,35,30,100,35,80,62,Amorphous,,Ghost,Poison,0,0,0,1,0,0,"Its body is made of gas. Despite lacking substance, it can envelop an opponent of any size and cause suffocation.",Levitate,,,FALSE,FALSE,TRUE,basic,25,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon)
93,Haunter,1,1,Gas Pokemon,1.6,0.1,20,Spectrum,Haunter,Alpollo,Haunter,TRUE,50,50,TRUE,90,Medium Slow,Purple,70,45,50,45,115,55,95,142,Amorphous,,Ghost,Poison,0,0,0,2,0,0,"In total darkness, where nothing is visible, Haunter lurks, silently stalking its next victim.",Levitate,,,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon)
94,Gengar,1,1,Shadow Pokemon,1.5,40.5,20,Ectoplasma,Gengar,Gengar,Gengar,TRUE,50,50,TRUE,45,Medium Slow,Purple,70,60,65,60,130,75,110,225,Amorphous,,Ghost,Poison,0,0,0,3,0,0,"Hiding in people's shadows at night, it absorbs their heat. The chill it causes makes the victims shake.",Cursed Body,,,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
95,Onix,1,1,Rock Snake Pokemon,8.8,210,25,Onix,Onix,Onix,Onix,TRUE,50,50,TRUE,45,Medium Fast,Gray,70,35,45,160,30,45,70,77,Mineral,,Rock,Ground,0,0,1,0,0,0,,Rock Head,Sturdy,Weak Armor,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon)
96,Drowzee,1,1,Hypnosis Pokemon,1,32.4,20,Soporifik,Drowzee,Traumato,Drowzee,TRUE,50,50,TRUE,190,Medium Fast,Yellow,70,60,48,45,43,90,42,66,Human-Like,,Psychic,,0,0,0,0,1,0,"When it twitches its nose, it can tell where someone is sleeping and what that person is dreaming about.",Insomnia,Forewarn,Inner Focus,FALSE,FALSE,TRUE,basic,26,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon)
97,Hypno,1,1,Hypnosis Pokemon,1.6,75.6,20,Hypnomade,Hypno,Hypno,Hypno,TRUE,50,50,TRUE,75,Medium Fast,Yellow,70,85,73,70,73,115,67,169,Human-Like,,Psychic,,0,0,0,0,2,0,"Always holding a pendulum that it swings at a steady rhythm, it causes drowsiness in anyone nearby.",Insomnia,Forewarn,Inner Focus,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon)
98,Krabby,1,1,River Crab Pokemon,0.4,6.5,20,Krabby,Krabby,Krabby,Krabby,TRUE,50,50,TRUE,225,Medium Fast,Red,70,30,105,90,25,25,50,65,Water 3,,Water,,0,1,0,0,0,0,,Hyper Cutter,Shell Armor,Sheer Force,FALSE,FALSE,TRUE,basic,28,https://bulbapedia.bulbagarden.net/wiki/Krabby_(Pok%C3%A9mon)
99,Kingler,1,1,Pincer Pokemon,1.3,60,20,Krabboss,Kingler,Kingler,Kingler,TRUE,50,50,TRUE,60,Medium Fast,Red,70,55,130,115,50,50,75,166,Water 3,,Water,,0,2,0,0,0,0,,Hyper Cutter,Shell Armor,Sheer Force,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Kingler_(Pok%C3%A9mon)
100,Voltorb,1,2,Ball Pokemon,0.5,10.4,20,Voltorbe,Voltorb,Voltobal,Voltorb,FALSE,0,0,TRUE,190,Medium Fast,Red,70,40,30,50,55,55,100,66,Mineral,,Electric,,0,0,0,0,0,1,"It's usually found in power plants. Easily mistaken for a Poke Ball, it has zapped many people.",Soundproof,Static,Aftermath,FALSE,FALSE,TRUE,basic,30,https://bulbapedia.bulbagarden.net/wiki/Voltorb_(Pok%C3%A9mon)
101,Electrode,1,2,Ball Pokemon,1.2,66.6,20,electrode,Electrode,Lektrobal,Electrode,FALSE,0,0,TRUE,60,Medium Fast,Red,70,60,50,70,80,80,140,172,Mineral,,Electric,,0,0,0,0,0,2,"It explodes in response to even minor stimuli. It is feared, with the nickname of the Bomb Ball.",Soundproof,Static,Aftermath,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Electrode_(Pok%C3%A9mon)
102,Exeggcute,1,1,Egg Pokemon,0.4,2.5,20,Noeunoeuf,Exeggcute,Owei,Exeggcute,TRUE,50,50,TRUE,90,Slow,Pink,70,60,40,80,60,45,40,65,Grass,,Grass,Psychic,0,0,1,0,0,0,"Using telepathy only fellow Exeggcute can pick up on, they always form a cluster of six.",Chlorophyll,,Harvest,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Exeggcute_(Pok%C3%A9mon)
103,Exeggutor,1,2,Coconut Pokemon,2,120,20,Noadkoko,Exeggutor,Kokowei,Exeggutor,TRUE,50,50,TRUE,45,Slow,Yellow,70,95,95,85,125,65,55,186,Grass,,Grass,Psychic,0,0,0,2,0,0,"It is said that on rare occasions, one of its heads will drop off and continue on as an Exeggcute.",Chlorophyll,,Harvest,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pok%C3%A9mon)
104,Cubone,1,1,Lonely Pokemon,0.4,6.5,20,Osselait,Cubone,Tragosso,Cubone,TRUE,50,50,TRUE,190,Medium Fast,Brown,70,50,50,95,40,50,35,64,Monster,,Ground,,0,0,1,0,0,0,,Rock Head,Lightning Rod,Battle Armor,FALSE,FALSE,TRUE,basic,28,https://bulbapedia.bulbagarden.net/wiki/Cubone_(Pok%C3%A9mon)
105,Marowak,1,2,Bone Keeper Pokemon,1,45,20,Ossatueur,Marowak,Knogga,Marowak,TRUE,50,50,TRUE,75,Medium Fast,Brown,70,60,80,110,50,80,45,149,Monster,,Ground,,0,0,2,0,0,0,,Rock Head,Lightning Rod,Battle Armor,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon)
106,Hitmonlee,1,1,Kicking Pokemon,1.5,49.8,25,Kicklee,Hitmonlee,Kicklee,Hitmonlee,TRUE,0,100,TRUE,45,Medium Fast,Brown,70,50,120,53,35,110,87,159,Human-Like,,Fighting,,0,2,0,0,0,0,"It has complete control over the ligaments in its legs, expanding and contracting them to double the reach of its kicks.",Limber,Reckless,Unburden,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Hitmonlee_(Pok%C3%A9mon)
107,Hitmonchan,1,1,Punching Pokemon,1.4,50.2,25,Tygnon,Hitmonchan,Nockchan,Hitmonchan,TRUE,0,100,TRUE,45,Medium Fast,Brown,70,50,105,79,35,110,76,159,Human-Like,,Fighting,,0,0,0,0,2,0,Its fists are masses of muscle. It takes a break every three minutes to steady its breath and mood.,Keen Eye,Iron Fist,Inner Focus,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Hitmonchan_(Pok%C3%A9mon)
108,Lickitung,1,1,Licking Pokemon,1.2,65.5,20,Excelangue,Lickitung,Schlurp,Lickitung,TRUE,50,50,TRUE,45,Medium Fast,Pink,70,90,55,75,60,75,30,77,Monster,,Normal,,2,0,0,0,0,0,,Own Tempo,Oblivious,Cloud Nine,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Lickitung_(Pok%C3%A9mon)
109,Koffing,1,1,Poison Gas Pokemon,0.6,1,20,Smogo,Koffing,Smogon,Koffing,TRUE,50,50,TRUE,190,Medium Fast,Purple,70,40,65,95,60,45,35,68,Amorphous,,Poison,,0,0,1,0,0,0,The poisonous gases it contains are a little bit lighter than air. That's why it's always slightly airborne.,Levitate,Neutralizing Gas,Stench,FALSE,FALSE,TRUE,basic,35,https://bulbapedia.bulbagarden.net/wiki/Koffing_(Pok%C3%A9mon)
110,Weezing,1,2,Poison Gas Pokemon,1.2,9.5,20,Smogogo,Weezing,Smogmog,Weezing,TRUE,50,50,TRUE,60,Medium Fast,Purple,70,65,90,120,85,70,60,172,Amorphous,,Poison,,0,0,2,0,0,0,"When it inhales poisonous gases from garbage, its body expands, and its insides smell much worse.",Levitate,Neutralizing Gas,Stench,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Weezing_(Pok%C3%A9mon)
111,Rhyhorn,1,1,Spikes Pokemon,1,115,20,Rhinocorne,Rhyhorn,Rihorn,Rhyhorn,TRUE,50,50,TRUE,120,Slow,Gray,70,80,85,95,30,30,25,69,Monster,Field,Ground,Rock,0,0,1,0,0,0,"Once it starts running, it won't stop-even if it crashes through boulders. This disposition is what's caused its habitat to expand.",Lightning Rod,Rock Head,Reckless,FALSE,FALSE,TRUE,basic,42,https://bulbapedia.bulbagarden.net/wiki/Rhyhorn_(Pok%C3%A9mon)
112,Rhydon,1,1,Drill Pokemon,1.9,120,20,Rhinoferos,Rhydon,Rizeros,Rhydon,TRUE,50,50,TRUE,60,Slow,Gray,70,105,130,120,45,45,40,170,Monster,Field,Ground,Rock,0,2,0,0,0,0,"It evolved to walk using only its hind legs, which has allowed it to expand its habitat even onto steep mountains.",Lightning Rod,Rock Head,Reckless,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Rhydon_(Pok%C3%A9mon)
113,Chansey,1,1,Egg Pokemon,1.1,34.6,40,Leveinard,Chansey,Chaneira,Chansey,TRUE,100,0,TRUE,30,Fast,Pink,140,250,5,5,35,105,50,395,Fairy,,Normal,,2,0,0,0,0,0,"It walks carefully to prevent its egg from breaking. However, it is extremely fast at running away.",Natural Cure,Serene Grace,Healer,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Chansey_(Pok%C3%A9mon)
114,Tangela,1,1,Vine Pokemon,1,35,20,Saquedeneu,Tangela,Tangela,Tangela,TRUE,50,50,TRUE,45,Medium Fast,Blue,70,65,55,115,100,40,60,87,Grass,,Grass,,0,0,1,0,0,0,,Chlorophyll,Leaf Guard,Regenerator,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Tangela_(Pok%C3%A9mon)
115,Kangaskhan,1,1,Parent Pokemon,2.2,80,20,Kangourex,Kangaskhan,Kangama,Kangaskhan,TRUE,100,0,TRUE,45,Medium Fast,Brown,70,105,95,80,40,80,90,172,Monster,,Normal,,2,0,0,0,0,0,,Early Bird,Scrappy,Inner Focus,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pok%C3%A9mon)
116,Horsea,1,1,Dragon Pokemon,0.4,8,20,Hypotrempe,Horsea,Seeper,Horsea,TRUE,50,50,TRUE,225,Medium Fast,Blue,70,30,40,70,70,25,60,59,Water 1,Dragon,Water,,0,0,0,1,0,0,"It maintains balance using its tail, which is wound up like a coil. It may spray ink from its mouth.",Swift Swim,Sniper,Damp,FALSE,FALSE,TRUE,basic,32,https://bulbapedia.bulbagarden.net/wiki/Horsea_(Pok%C3%A9mon)
117,Seadra,1,1,Dragon Pokemon,1.2,25,20,Hypocean,Seadra,Seemon,Seadra,TRUE,50,50,TRUE,75,Medium Fast,Blue,70,55,65,95,95,45,85,154,Water 1,Dragon,Water,,0,0,1,1,0,0,Its fin tips leak poison. Its fins and bones are highly valued as ingredients in herbal medicine.,Poison Point,Sniper,Damp,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Seadra_(Pok%C3%A9mon)
118,Goldeen,1,1,Goldfish Pokemon,0.6,15,20,Poissirène,Goldeen,Goldini,Goldeen,TRUE,50,50,TRUE,225,Medium Fast,Red,70,45,67,60,35,50,63,64,Water 2,,Water,,0,1,0,0,0,0,,Swift Swim,Water Veil,Lightning Rod,FALSE,FALSE,TRUE,basic,33,https://bulbapedia.bulbagarden.net/wiki/Goldeen_(Pok%C3%A9mon)
119,Seaking,1,1,Goldfish Pokemon,1.3,39,20,Poissoroy,Seaking,Golking,Seaking,TRUE,50,50,TRUE,60,Medium Fast,Red,70,80,92,65,65,80,68,158,Water 2,,Water,,0,2,0,0,0,0,,Swift Swim,Water Veil,Lightning Rod,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Seaking_(Pok%C3%A9mon)
