,name_en,syllables,syllable_count,forms,category,height_m,weight_kg,has_gender,female_percent,is_breedable,catch_rate,leveling_rate,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_stat_total,egg_group_0,egg_group_1,type_0,type_1,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level
485,Oshawott,"['Osha', 'wott']",2,1,Sea Otter Pokemon,0.5,5.9,True,12.5,True,45,Medium Slow,55,55,45,63,45,45,308,Field,,Water,,Torrent,,Shell Armor,False,False,True,1,17.0
486,Dewott,"['De', 'wott']",2,1,Discipline Pokemon,0.8,24.5,True,12.5,True,45,Medium Slow,75,75,60,83,60,60,413,Field,,Water,,Torrent,,Shell Armor,False,False,True,2,36.0
487,Samurott,"['Sa', 'mu', 'rott']",3,2,Formidable Pokemon,1.5,94.6,True,12.5,True,45,Medium Slow,95,100,85,108,70,70,528,Field,,Water,,Torrent,,Shell Armor,False,False,True,3,
488,Patrat,"['Pa', 'trat']",2,1,Scout Pokemon,0.5,11.6,True,50.0,True,255,Medium Fast,45,55,39,35,39,42,255,Field,,Normal,,Run Away,Keen Eye,Analytic,False,False,True,1,20.0
489,Watchog,"['Watc', 'hog']",2,1,Lookout Pokemon,1.1,27.0,True,50.0,True,255,Medium Fast,60,85,69,60,69,77,420,Field,,Normal,,Illuminate,Keen Eye,Analytic,False,False,True,2,
490,Lillipup,"['Lil', 'li', 'pup']",3,1,Puppy Pokemon,0.4,4.1,True,50.0,True,255,Medium Slow,45,60,45,25,45,55,275,Field,,Normal,,Vital Spirit,Pickup,Run Away,False,False,True,1,16.0
491,Herdier,"['Her', 'dier']",2,1,Loyal Dog Pokemon,0.9,14.7,True,50.0,True,120,Medium Slow,65,80,65,35,65,60,370,Field,,Normal,,Intimidate,Sand Rush,Scrappy,False,False,True,2,32.0
492,Stoutland,"['Stou', 'tland']",2,1,Big-Hearted Pokemon,1.2,61.0,True,50.0,True,45,Medium Slow,85,100,90,45,90,80,490,Field,,Normal,,Intimidate,Sand Rush,Scrappy,False,False,True,3,
493,Purrloin,"['Purr', 'loin']",2,1,Devious Pokemon,0.4,10.1,True,50.0,True,255,Medium Fast,41,50,37,50,37,66,281,Field,,Dark,,Limber,Unburden,Prankster,False,False,True,1,20.0
494,Liepard,"['Lie', 'pard']",2,1,Cruel Pokemon,1.1,37.5,True,50.0,True,90,Medium Fast,64,88,50,88,50,106,446,Field,,Dark,,Limber,Unburden,Prankster,False,False,True,2,
495,Pansage,"['Pan', 'sa', 'ge']",3,1,Grass Monkey Pokemon,0.6,10.5,True,12.5,True,190,Medium Fast,50,53,48,53,48,64,316,Field,,Grass,,Gluttony,,Overgrow,False,False,True,1,
496,Simisage,"['Si', 'mi', 'sa', 'ge']",4,1,Thorn Monkey Pokemon,1.1,30.5,True,12.5,True,75,Medium Fast,75,98,63,98,63,101,498,Field,,Grass,,Gluttony,,Overgrow,False,False,True,2,
497,Pansear,"['Pan', 'sear']",2,1,High Temp Pokemon,0.6,11.0,True,12.5,True,190,Medium Fast,50,53,48,53,48,64,316,Field,,Fire,,Gluttony,,Blaze,False,False,True,1,
498,Simisear,"['Si', 'mi', 'sear']",3,1,Ember Pokemon,1.0,28.0,True,12.5,True,75,Medium Fast,75,98,63,98,63,101,498,Field,,Fire,,Gluttony,,Blaze,False,False,True,2,
499,Panpour,"['Pan', 'pour']",2,1,Spray Pokemon,0.6,13.5,True,12.5,True,190,Medium Fast,50,53,48,53,48,64,316,Field,,Water,,Gluttony,,Torrent,False,False,True,1,
500,Simipour,"['Si', 'mi', 'pour']",3,1,Geyser Pokemon,1.0,29.0,True,12.5,True,75,Medium Fast,75,98,63,98,63,101,498,Field,,Water,,Gluttony,,Torrent,False,False,True,2,
501,Munna,"['Mun', 'na']",2,1,Dream Eater Pokemon,0.6,23.3,True,50.0,True,190,Fast,76,25,45,67,55,24,292,Field,,Psychic,,Forewarn,Synchronize,Telepathy,False,False,True,1,
502,Musharna,"['Mus', 'har', 'na']",3,1,Drowsing Pokemon,1.1,60.5,True,50.0,True,75,Fast,116,55,85,107,95,29,487,Field,,Psychic,,Forewarn,Synchronize,Telepathy,False,False,True,2,
503,Pidove,"['Pi', 'do', 've']",3,1,Tiny Pigeon Pokemon,0.3,2.1,True,50.0,True,255,Medium Slow,50,55,50,36,30,43,264,Flying,,Normal,Flying,Big Pecks,Super Luck,Rivalry,False,False,True,1,21.0
504,Tranquill,"['Tran', 'quill']",2,1,Wild Pigeon Pokemon,0.6,15.0,True,50.0,True,120,Medium Slow,62,77,62,50,42,65,358,Flying,,Normal,Flying,Big Pecks,Super Luck,Rivalry,False,False,True,2,32.0
505,Unfezant,"['Unfe', 'zant']",2,1,Proud Pokemon,1.2,29.0,True,50.0,True,45,Medium Slow,80,105,80,65,55,93,478,Flying,,Normal,Flying,Big Pecks,Super Luck,Rivalry,False,False,True,3,
506,Blitzle,"['Bli', 'tzle']",2,1,Electrified Pokemon,0.8,29.8,True,50.0,True,190,Medium Fast,45,60,32,50,32,76,295,Field,,Electric,,Lightning Rod,Motor Drive,Sap Sipper,False,False,True,1,27.0
507,Zebstrika,"['Zebs', 'tri', 'ka']",3,1,Thunderbolt Pokemon,1.6,79.5,True,50.0,True,75,Medium Fast,75,100,63,80,63,116,497,Field,,Electric,,Lightning Rod,Motor Drive,Sap Sipper,False,False,True,2,
508,Roggenrola,"['Rog', 'gen', 'ro', 'la']",4,1,Mantle Pokemon,0.4,18.0,True,50.0,True,255,Medium Slow,55,75,85,25,25,15,280,Mineral,,Rock,,Sturdy,Weak Armor,Sand Force,False,False,True,1,25.0
509,Boldore,"['Bol', 'do', 're']",3,1,Ore Pokemon,0.9,102.0,True,50.0,True,120,Medium Slow,70,105,105,50,40,20,390,Mineral,,Rock,,Sturdy,Weak Armor,Sand Force,False,False,True,2,
510,Gigalith,"['Gi', 'ga', 'lith']",3,1,Compressed Pokemon,1.7,260.0,True,50.0,True,45,Medium Slow,85,135,130,60,70,25,505,Mineral,,Rock,,Sturdy,Sand Stream,Sand Force,False,False,True,3,
511,Woobat,"['Woo', 'bat']",2,1,Bat Pokemon,0.4,2.1,True,50.0,True,190,Medium Fast,55,45,43,55,43,72,313,Field,Flying,Psychic,Flying,Unaware,Klutz,Simple,False,False,True,1,
512,Swoobat,"['Swoo', 'bat']",2,1,Courting Pokemon,0.9,10.5,True,50.0,True,45,Medium Fast,67,57,55,77,55,114,425,Field,Flying,Psychic,Flying,Unaware,Klutz,Simple,False,False,True,2,
513,Drilbur,"['Dril', 'bur']",2,1,Mole Pokemon,0.3,8.5,True,50.0,True,120,Medium Fast,60,85,40,30,45,68,328,Field,,Ground,,Sand Rush,Sand Force,Mold Breaker,False,False,True,1,31.0
514,Excadrill,"['Exca', 'drill']",2,1,Subterrene Pokemon,0.7,40.4,True,50.0,True,60,Medium Fast,110,135,60,50,65,88,508,Field,,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,False,False,True,2,
515,Audino,"['Au', 'di', 'no']",3,1,Hearing Pokemon,1.1,31.0,True,50.0,True,255,Fast,103,60,86,60,86,50,445,Fairy,,Normal,,Healer,Regenerator,Klutz,False,False,False,1,
516,Timburr,"['Tim', 'burr']",2,1,Muscular Pokemon,0.6,12.5,True,25.0,True,180,Medium Slow,75,80,55,25,35,35,305,Human-Like,,Fighting,,Guts,Sheer Force,Iron Fist,False,False,True,1,25.0
517,Gurdurr,"['Gur', 'durr']",2,1,Muscular Pokemon,1.2,40.0,True,25.0,True,90,Medium Slow,85,105,85,40,50,40,405,Human-Like,,Fighting,,Guts,Sheer Force,Iron Fist,False,False,True,2,
518,Conkeldurr,"['Con', 'kel', 'durr']",3,1,Muscular Pokemon,1.4,87.0,True,25.0,True,45,Medium Slow,105,140,95,55,65,45,505,Human-Like,,Fighting,,Guts,Sheer Force,Iron Fist,False,False,True,3,
519,Tympole,"['Tym', 'po', 'le']",3,1,Tadpole Pokemon,0.5,4.5,True,50.0,True,255,Medium Slow,50,50,40,50,40,64,294,Water 1,,Water,,Swift Swim,Hydration,Water Absorb,False,False,True,1,25.0
520,Palpitoad,"['Pal', 'pi', 'toad']",3,1,Vibration Pokemon,0.8,17.0,True,50.0,True,120,Medium Slow,75,65,55,65,55,69,384,Water 1,,Water,Ground,Swift Swim,Hydration,Water Absorb,False,False,True,2,36.0
521,Seismitoad,"['Sei', 'smi', 'toad']",3,1,Vibration Pokemon,1.5,62.0,True,50.0,True,45,Medium Slow,105,85,75,85,75,74,499,Water 1,,Water,Ground,Swift Swim,Poison Touch,Water Absorb,False,False,True,3,
522,Throh,['Throh'],1,1,Judo Pokemon,1.3,55.5,True,0.0,True,45,Medium Fast,120,100,85,30,85,45,465,Human-Like,,Fighting,,Guts,Inner Focus,Mold Breaker,False,False,False,1,
523,Sawk,['Sawk'],1,1,Karate Pokemon,1.4,51.0,True,0.0,True,45,Medium Fast,75,125,75,30,75,85,465,Human-Like,,Fighting,,Sturdy,Inner Focus,Mold Breaker,False,False,False,1,
524,Sewaddle,"['Se', 'wad', 'dle']",3,1,Sewing Pokemon,0.3,2.5,True,50.0,True,255,Medium Slow,45,53,70,40,60,42,310,Bug,,Bug,Grass,Swarm,Chlorophyll,Overcoat,False,False,True,1,20.0
525,Swadloon,"['Swa', 'dloon']",2,1,Leaf-Wrapped Pokemon,0.5,7.3,True,50.0,True,120,Medium Slow,55,63,90,50,80,42,380,Bug,,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,False,False,True,2,
526,Leavanny,"['Lea', 'van', 'ny']",3,1,Nurturing Pokemon,1.2,20.5,True,50.0,True,45,Medium Slow,75,103,80,70,70,92,490,Bug,,Bug,Grass,Swarm,Chlorophyll,Overcoat,False,False,True,3,
527,Venipede,"['Ve', 'ni', 'pe', 'de']",4,1,Centipede Pokemon,0.4,5.3,True,50.0,True,255,Medium Slow,30,45,59,30,39,57,260,Bug,,Bug,Poison,Poison Point,Swarm,Speed Boost,False,False,True,1,22.0
528,Whirlipede,"['Whir', 'li', 'pe', 'de']",4,1,Curlipede Pokemon,1.2,58.5,True,50.0,True,120,Medium Slow,40,55,99,40,79,47,360,Bug,,Bug,Poison,Poison Point,Swarm,Speed Boost,False,False,True,2,30.0
529,Scolipede,"['Sco', 'li', 'pe', 'de']",4,1,Megapede Pokemon,2.5,200.5,True,50.0,True,45,Medium Slow,60,90,89,55,69,112,475,Bug,,Bug,Poison,Poison Point,Swarm,Speed Boost,False,False,True,3,
530,Cottonee,"['Cot', 'to', 'nee']",3,1,Cotton Puff Pokemon,0.3,0.6,True,50.0,True,190,Medium Fast,40,27,60,37,50,66,280,Grass,Fairy,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,False,False,True,1,
531,Whimsicott,"['Whim', 'si', 'cott']",3,1,Windveiled Pokemon,0.7,6.6,True,50.0,True,75,Medium Fast,60,67,85,77,75,116,480,Grass,Fairy,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,False,False,True,2,
532,Petilil,"['Pe', 'ti', 'lil']",3,1,Bulb Pokemon,0.5,6.6,True,100.0,True,190,Medium Fast,45,35,50,70,50,30,280,Grass,,Grass,,Chlorophyll,Own Tempo,Leaf Guard,False,False,True,1,
533,Lilligant,"['Lil', 'li', 'gant']",3,2,Flowering Pokemon,1.1,16.3,True,100.0,True,75,Medium Fast,70,60,75,110,75,90,480,Grass,,Grass,,Chlorophyll,Own Tempo,Leaf Guard,False,False,True,2,
534,Sandile,"['San', 'di', 'le']",3,1,Desert Croc Pokemon,0.7,15.2,True,50.0,True,180,Medium Slow,50,72,35,35,35,65,292,Field,,Ground,Dark,Intimidate,Moxie,Anger Point,False,False,True,1,29.0
535,Krokorok,"['Kro', 'ko', 'rok']",3,1,Desert Croc Pokemon,1.0,33.4,True,50.0,True,90,Medium Slow,60,82,45,45,45,74,351,Field,,Ground,Dark,Intimidate,Moxie,Anger Point,False,False,True,2,40.0
536,Krookodile,"['Kroo', 'ko', 'di', 'le']",4,1,Intimidation Pokemon,1.5,96.3,True,50.0,True,45,Medium Slow,95,117,70,65,70,92,509,Field,,Ground,Dark,Intimidate,Moxie,Anger Point,False,False,True,3,
537,Darumaka,"['Da', 'ru', 'ma', 'ka']",4,2,Zen Charm Pokemon,0.6,37.5,True,50.0,True,120,Medium Slow,70,90,45,15,45,50,315,Field,,Fire,,Hustle,,Inner Focus,False,False,True,1,35.0
538,Maractus,"['Ma', 'rac', 'tus']",3,1,Cactus Pokemon,1.0,28.0,True,50.0,True,255,Medium Fast,75,86,67,106,67,60,461,Grass,,Grass,,Water Absorb,Chlorophyll,Storm Drain,False,False,False,1,
539,Dwebble,"['Dweb', 'ble']",2,1,Rock Inn Pokemon,0.3,14.5,True,50.0,True,190,Medium Fast,50,65,85,35,35,55,325,Bug,Mineral,Bug,Rock,Sturdy,Shell Armor,Weak Armor,False,False,True,1,34.0
540,Crustle,"['Crus', 'tle']",2,1,Stone Home Pokemon,1.4,200.0,True,50.0,True,75,Medium Fast,70,95,125,65,75,45,475,Bug,Mineral,Bug,Rock,Sturdy,Shell Armor,Weak Armor,False,False,True,2,
541,Scraggy,"['Scrag', 'gy']",2,1,Shedding Pokemon,0.6,11.8,True,50.0,True,180,Medium Fast,50,75,70,35,70,48,348,Field,Dragon,Dark,Fighting,Shed Skin,Moxie,Intimidate,False,False,True,1,39.0
542,Scrafty,"['Scraf', 'ty']",2,1,Hoodlum Pokemon,1.1,30.0,True,50.0,True,90,Medium Fast,65,90,115,45,115,58,488,Field,Dragon,Dark,Fighting,Shed Skin,Moxie,Intimidate,False,False,True,2,
543,Sigilyph,"['Si', 'gi', 'lyph']",3,1,Avianoid Pokemon,1.4,14.0,True,50.0,True,45,Medium Fast,72,58,80,103,80,97,490,Flying,,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,False,False,False,1,
544,Yamask,"['Ya', 'mask']",2,2,Spirit Pokemon,0.5,1.5,True,50.0,True,190,Medium Fast,38,30,85,55,65,30,303,Mineral,Amorphous,Ghost,,Mummy,,,False,False,True,1,34.0
545,Cofagrigus,"['Co', 'fa', 'gri', 'gus']",4,1,Coffin Pokemon,1.7,76.5,True,50.0,True,90,Medium Fast,58,50,145,95,105,30,483,Mineral,Amorphous,Ghost,,Mummy,,,False,False,True,2,
546,Tirtouga,"['Tir', 'tou', 'ga']",3,1,Prototurtle Pokemon,0.7,16.5,True,12.5,True,45,Medium Fast,54,78,103,53,45,22,355,Water 1,Water 3,Water,Rock,Solid Rock,Sturdy,Swift Swim,False,False,True,1,37.0
547,Carracosta,"['Car', 'ra', 'cos', 'ta']",4,1,Prototurtle Pokemon,1.2,81.0,True,12.5,True,45,Medium Fast,74,108,133,83,65,32,495,Water 1,Water 3,Water,Rock,Solid Rock,Sturdy,Swift Swim,False,False,True,2,
548,Archen,['Archen'],1,1,First Bird Pokemon,0.5,9.5,True,12.5,True,45,Medium Fast,55,112,45,74,45,70,401,Flying,Water 3,Rock,Flying,Defeatist,,,False,False,True,1,37.0
549,Archeops,['Archeops'],1,1,First Bird Pokemon,1.4,32.0,True,12.5,True,45,Medium Fast,75,140,65,112,65,110,567,Flying,Water 3,Rock,Flying,Defeatist,,,False,False,True,2,
550,Trubbish,"['Trub', 'bish']",2,1,Trash Bag Pokemon,0.6,31.0,True,50.0,True,190,Medium Fast,50,50,62,40,62,65,329,Mineral,,Poison,,Stench,Sticky Hold,Aftermath,False,False,True,1,36.0
551,Garbodor,"['Gar', 'bo', 'dor']",3,1,Trash Heap Pokemon,1.9,107.3,True,50.0,True,60,Medium Fast,80,95,82,60,82,75,474,Mineral,,Poison,,Stench,Weak Armor,Aftermath,False,False,True,2,
552,Zorua,"['Zo', 'rua']",2,2,Tricky Fox Pokemon,0.7,12.5,True,12.5,True,75,Medium Slow,40,65,40,80,40,65,330,Field,,Dark,,Illusion,,,False,False,True,1,30.0
553,Zoroark,"['Zo', 'roark']",2,2,Illusion Fox Pokemon,1.6,81.1,True,12.5,True,45,Medium Slow,60,105,60,120,60,105,510,Field,,Dark,,Illusion,,,False,False,True,2,
554,Minccino,"['Minc', 'ci', 'no']",3,1,Chinchilla Pokemon,0.4,5.8,True,75.0,True,255,Fast,55,50,40,40,40,75,300,Field,,Normal,,Cute Charm,Technician,Skill Link,False,False,True,1,
555,Cinccino,"['Cinc', 'ci', 'no']",3,1,Scarf Pokemon,0.5,7.5,True,75.0,True,60,Fast,75,95,60,65,60,115,470,Field,,Normal,,Cute Charm,Technician,Skill Link,False,False,True,2,
556,Gothita,"['Got', 'hi', 'ta']",3,1,Fixation Pokemon,0.4,5.8,True,75.0,True,200,Medium Slow,45,30,50,55,65,45,290,Human-Like,,Psychic,,Frisk,Competitive,Shadow Tag,False,False,True,1,32.0
557,Gothorita,"['Got', 'ho', 'ri', 'ta']",4,1,Manipulate Pokemon,0.7,18.0,True,75.0,True,100,Medium Slow,60,45,70,75,85,55,390,Human-Like,,Psychic,,Frisk,Competitive,Shadow Tag,False,False,True,2,41.0
558,Gothitelle,"['Got', 'hi', 'tel', 'le']",4,1,Astral Body Pokemon,1.5,44.0,True,75.0,True,50,Medium Slow,70,55,95,95,110,65,490,Human-Like,,Psychic,,Frisk,Competitive,Shadow Tag,False,False,True,3,
559,Solosis,"['So', 'lo', 'sis']",3,1,Cell Pokemon,0.3,1.0,True,50.0,True,200,Medium Slow,45,30,40,105,50,20,290,Amorphous,,Psychic,,Overcoat,Magic Guard,Regenerator,False,False,True,1,32.0
560,Duosion,"['Duo', 'sion']",2,1,Mitosis Pokemon,0.6,8.0,True,50.0,True,100,Medium Slow,65,40,50,125,60,30,370,Amorphous,,Psychic,,Overcoat,Magic Guard,Regenerator,False,False,True,2,41.0
561,Reuniclus,"['Reu', 'ni', 'clus']",3,1,Multiplying Pokemon,1.0,20.1,True,50.0,True,50,Medium Slow,110,65,75,125,85,30,490,Amorphous,,Psychic,,Overcoat,Magic Guard,Regenerator,False,False,True,3,
562,Ducklett,"['Duc', 'klett']",2,1,Water Bird Pokemon,0.5,5.5,True,50.0,True,190,Medium Fast,62,44,50,44,50,55,305,Water 1,Flying,Water,Flying,Keen Eye,Big Pecks,Hydration,False,False,True,1,35.0
563,Swanna,"['Swan', 'na']",2,1,White Bird Pokemon,1.3,24.2,True,50.0,True,45,Medium Fast,75,87,63,87,63,98,473,Water 1,Flying,Water,Flying,Keen Eye,Big Pecks,Hydration,False,False,True,2,
564,Vanillite,"['Va', 'nil', 'li', 'te']",4,1,Fresh Snow Pokemon,0.4,5.7,True,50.0,True,255,Slow,36,50,50,65,60,44,305,Mineral,,Ice,,Ice Body,Snow Cloak,Weak Armor,False,False,True,1,35.0
565,Vanillish,"['Va', 'nil', 'lish']",3,1,Icy Snow Pokemon,1.1,41.0,True,50.0,True,120,Slow,51,65,65,80,75,59,395,Mineral,,Ice,,Ice Body,Snow Cloak,Weak Armor,False,False,True,2,47.0
566,Vanilluxe,"['Va', 'nil', 'lu', 'xe']",4,1,Snowstorm Pokemon,1.3,57.5,True,50.0,True,45,Slow,71,95,85,110,95,79,535,Mineral,,Ice,,Ice Body,Snow Warning,Weak Armor,False,False,True,3,
567,Emolga,"['Emol', 'ga']",2,1,Sky Squirrel Pokemon,0.4,5.0,True,50.0,True,200,Medium Fast,55,75,60,75,60,103,428,Field,,Electric,Flying,Static,,Motor Drive,False,False,False,1,
568,Karrablast,"['Kar', 'ra', 'blast']",3,1,Clamping Pokemon,0.5,5.9,True,50.0,True,200,Medium Fast,50,75,45,40,45,60,315,Bug,,Bug,,Swarm,Shed Skin,No Guard,False,False,True,1,
569,Escavalier,"['Esca', 'va', 'lier']",3,1,Cavalry Pokemon,1.0,33.0,True,50.0,True,75,Medium Fast,70,135,105,60,105,20,495,Bug,,Bug,Steel,Swarm,Shell Armor,Overcoat,False,False,True,2,
570,Foongus,"['Foon', 'gus']",2,1,Mushroom Pokemon,0.2,1.0,True,50.0,True,190,Medium Fast,69,55,45,55,55,15,294,Grass,,Grass,Poison,Effect Spore,,Regenerator,False,False,True,1,39.0
571,Amoonguss,"['Amoon', 'guss']",2,1,Mushroom Pokemon,0.6,10.5,True,50.0,True,75,Medium Fast,114,85,70,85,80,30,464,Grass,,Grass,Poison,Effect Spore,,Regenerator,False,False,True,2,
572,Frillish,"['Fril', 'lish']",2,1,Floating Pokemon,1.2,33.0,True,50.0,True,190,Medium Fast,55,40,50,65,85,40,335,Amorphous,,Water,Ghost,Water Absorb,Cursed Body,Damp,False,False,True,1,40.0
573,Jellicent,"['Jel', 'li', 'cent']",3,1,Floating Pokemon,2.2,135.0,True,50.0,True,60,Medium Fast,100,60,70,85,105,60,480,Amorphous,,Water,Ghost,Water Absorb,Cursed Body,Damp,False,False,True,2,
574,Alomomola,"['Alo', 'mo', 'mo', 'la']",4,1,Caring Pokemon,1.2,31.6,True,50.0,True,75,Fast,165,75,80,40,45,65,470,Water 1,Water 2,Water,,Healer,Hydration,Regenerator,False,False,False,1,
575,Joltik,"['Jol', 'tik']",2,1,Attaching Pokemon,0.1,0.6,True,50.0,True,190,Medium Fast,50,47,50,57,50,65,319,Bug,,Bug,Electric,Compound Eyes,Unnerve,Swarm,False,False,True,1,36.0
576,Galvantula,"['Gal', 'van', 'tu', 'la']",4,1,EleSpider Pokemon,0.8,14.3,True,50.0,True,75,Medium Fast,70,77,60,97,60,108,472,Bug,,Bug,Electric,Compound Eyes,Unnerve,Swarm,False,False,True,2,
577,Ferroseed,"['Fer', 'ro', 'seed']",3,1,Thorn Seed Pokemon,0.6,18.8,True,50.0,True,255,Medium Fast,44,50,91,24,86,10,305,Grass,Mineral,Grass,Steel,Iron Barbs,,,False,False,True,1,40.0
578,Ferrothorn,"['Fer', 'rot', 'horn']",3,1,Thorn Pod Pokemon,1.0,110.0,True,50.0,True,90,Medium Fast,74,94,131,54,116,20,489,Grass,Mineral,Grass,Steel,Iron Barbs,,Anticipation,False,False,True,2,
579,Klink,['Klink'],1,1,Gear Pokemon,0.3,21.0,False,0.0,True,130,Medium Slow,40,55,70,45,60,30,300,Mineral,,Steel,,Plus,Minus,Clear Body,False,False,True,1,38.0
580,Klang,['Klang'],1,1,Gear Pokemon,0.6,51.0,False,0.0,True,60,Medium Slow,60,80,95,70,85,50,440,Mineral,,Steel,,Plus,Minus,Clear Body,False,False,True,2,49.0
581,Klinklang,"['Klin', 'klang']",2,1,Gear Pokemon,0.6,81.0,False,0.0,True,30,Medium Slow,60,100,115,70,85,90,520,Mineral,,Steel,,Plus,Minus,Clear Body,False,False,True,3,
582,Tynamo,"['Ty', 'na', 'mo']",3,1,EleFish Pokemon,0.2,0.3,True,50.0,True,190,Slow,35,55,40,45,40,60,275,Amorphous,,Electric,,Levitate,,,False,False,True,1,39.0
583,Eelektrik,"['Ee', 'lek', 'trik']",3,1,EleFish Pokemon,1.2,22.0,True,50.0,True,60,Slow,65,85,70,75,70,40,405,Amorphous,,Electric,,Levitate,,,False,False,True,2,
584,Eelektross,"['Ee', 'lek', 'tross']",3,1,EleFish Pokemon,2.1,80.5,True,50.0,True,30,Slow,85,115,80,105,80,50,515,Amorphous,,Electric,,Levitate,,,False,False,True,3,
585,Elgyem,['Elgyem'],1,1,Cerebral Pokemon,0.5,9.0,True,50.0,True,255,Medium Fast,55,55,55,85,55,30,335,Human-Like,,Psychic,,Telepathy,Synchronize,Analytic,False,False,True,1,42.0
586,Beheeyem,"['Be', 'hee', 'y', 'em']",4,1,Cerebral Pokemon,1.0,34.5,True,50.0,True,90,Medium Fast,75,75,75,125,95,40,485,Human-Like,,Psychic,,Telepathy,Synchronize,Analytic,False,False,True,2,
587,Litwick,"['Li', 'twick']",2,1,Candle Pokemon,0.3,3.1,True,50.0,True,190,Medium Slow,50,30,55,65,55,20,275,Amorphous,,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,False,False,True,1,41.0
588,Lampent,"['Lam', 'pent']",2,1,Lamp Pokemon,0.6,13.0,True,50.0,True,90,Medium Slow,60,40,60,95,60,55,370,Amorphous,,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,False,False,True,2,
589,Chandelure,"['Chan', 'de', 'lu', 're']",4,1,Luring Pokemon,1.0,34.3,True,50.0,True,45,Medium Slow,60,55,90,145,90,80,520,Amorphous,,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,False,False,True,3,
590,Axew,['Axew'],1,1,Tusk Pokemon,0.6,18.0,True,50.0,True,75,Slow,46,87,60,30,40,57,320,Monster,Dragon,Dragon,,Rivalry,Mold Breaker,Unnerve,False,False,True,1,38.0
591,Fraxure,"['Fra', 'xu', 're']",3,1,Axe Jaw Pokemon,1.0,36.0,True,50.0,True,60,Slow,66,117,70,40,50,67,410,Monster,Dragon,Dragon,,Rivalry,Mold Breaker,Unnerve,False,False,True,2,48.0
592,Haxorus,"['Ha', 'xo', 'rus']",3,1,Axe Jaw Pokemon,1.8,105.5,True,50.0,True,45,Slow,76,147,90,60,70,97,540,Monster,Dragon,Dragon,,Rivalry,Mold Breaker,Unnerve,False,False,True,3,
593,Cubchoo,"['Cubc', 'hoo']",2,1,Chill Pokemon,0.5,8.5,True,50.0,True,120,Medium Fast,55,70,40,60,40,40,305,Field,,Ice,,Snow Cloak,Slush Rush,Rattled,False,False,True,1,37.0
594,Beartic,"['Bear', 'tic']",2,1,Freezing Pokemon,2.6,260.0,True,50.0,True,60,Medium Fast,95,110,80,70,80,50,485,Field,,Ice,,Snow Cloak,Slush Rush,Swift Swim,False,False,True,2,
595,Cryogonal,"['Cryo', 'go', 'nal']",3,1,Crystallizing Pokemon,1.1,148.0,False,0.0,True,25,Medium Fast,70,50,30,95,135,105,485,Mineral,,Ice,,Levitate,,,False,False,False,1,
596,Shelmet,"['Shel', 'met']",2,1,Snail Pokemon,0.4,7.7,True,50.0,True,200,Medium Fast,50,40,85,40,65,25,305,Bug,,Bug,,Hydration,Shell Armor,Overcoat,False,False,True,1,
597,Accelgor,"['Accel', 'gor']",2,1,Shell Out Pokemon,0.8,25.3,True,50.0,True,75,Medium Fast,80,70,40,100,60,145,495,Bug,,Bug,,Hydration,Sticky Hold,Unburden,False,False,True,2,
598,Stunfisk,"['Stun', 'fisk']",2,2,Trap Pokemon,0.7,11.0,True,50.0,True,75,Medium Fast,109,66,84,81,99,32,471,Water 1,Amorphous,Ground,Electric,Static,Limber,Sand Veil,False,False,False,1,
599,Mienfoo,"['Mien', 'foo']",2,1,Martial Arts Pokemon,0.9,20.0,True,50.0,True,180,Medium Slow,45,85,50,55,50,65,350,Field,Human-Like,Fighting,,Inner Focus,Regenerator,Reckless,False,False,True,1,50.0
600,Mienshao,"['Miens', 'hao']",2,1,Martial Arts Pokemon,1.4,35.5,True,50.0,True,45,Medium Slow,65,125,60,95,60,105,510,Field,Human-Like,Fighting,,Inner Focus,Regenerator,Reckless,False,False,True,2,
601,Druddigon,"['Drud', 'di', 'gon']",3,1,Cave Pokemon,1.6,139.0,True,50.0,True,45,Medium Fast,77,120,90,60,90,48,485,Dragon,Monster,Dragon,,Rough Skin,Sheer Force,Mold Breaker,False,False,False,1,
602,Golett,"['Go', 'lett']",2,1,Automaton Pokemon,1.0,92.0,False,0.0,True,190,Medium Fast,59,74,50,35,50,35,303,Mineral,,Ground,Ghost,Iron Fist,Klutz,No Guard,False,False,True,1,43.0
603,Golurk,"['Go', 'lurk']",2,1,Automaton Pokemon,2.8,330.0,False,0.0,True,90,Medium Fast,89,124,80,55,80,55,483,Mineral,,Ground,Ghost,Iron Fist,Klutz,No Guard,False,False,True,2,
604,Pawniard,"['Paw', 'niard']",2,1,Sharp Blade Pokemon,0.5,10.2,True,50.0,True,120,Medium Fast,45,85,70,40,40,60,340,Human-Like,,Dark,Steel,Defiant,Inner Focus,Pressure,False,False,True,1,52.0
